uuid,patent_id,text
yhwbl067keec3f90wgoxtcskr,4491818,Further objects and advantages of the invention will become apparent upon reading the following description in conjunction with the drawing in which:
pw1rrdt4bbt6g2dxh2kvajcun,4491773,"Further objects and advantages of this invention will be apparent from the following description and appended claims, reference being had to the accompanying drawings forming a part of this specification, wherein like reference characters designate corresponding parts in the several views."
wvgxfuy72ocsu2q434frcc5gi,4491201,GENERAL DESCRIPTION OF THE DRAWING
9ncpnhqywl52dfiu28l392o7n,4490967,GENERAL DESCRIPTION OF THE DRAWINGS
e52j71tq0tpsibyykjr6gvnms,4491163,GENERAL DESCRIPTION OF THE DRAWINGS
yfidyp5wh1ymf33btx0yrp7dn,4491194,GENERAL DESCRIPTION OF THE DRAWINGS
k9jq7les1ze4jwaihwx03i3s2,4491235,"Having described the invention in general terms, specific and presently preferred embodiments will be set forth in the context of the illustrative drawing."
m681kz0tzotsdsxspxq78215y,4491776,"Having thus described the invention in general terms, reference will now be made to the accompanying drawings in which:"
s90rg4uq53ma8vdccj6snvnkh,4491957,Herein:
ab0yhwh1x45nu53fmxkfa03du,4491328,"How the foregoing and other objects and advantages are attained will appear more fully from the following description and accompanying drawings, in which:"
6ymtnzvhtp7l517r0cu8bmb99,4491551,"However, it is to be distinctly understood that the specific drawing illustrations provided are supplied primarily to comply with the requirements of the Patent Laws, and that the invention is susceptible of modifications and variations that will be obvious to those skilled in the art, and which are intended to be covered by the appended claims."
n0mg3wqvcppc9aib8qut26s36,4491488,Illustrative embodiments of the invention are shown in the accompanying drawings in which
klavote40vigo0yv8xugay6r7,4490995,"Illustrative embodiments of the invention will now be explained more fully with reference to the accompanying drawings, in which"
clms5aldkqvw8j31qbhm1zom6,4491956,"In a simple embodiment of the invention, the motor 52 can be attached to a T-bar 53 (FIG. 1a) provided with a pair of spaced pins 55 thereon. The lenticular member 40 with photographic film attached the rear flat face thereof can be provided with a pair of holes which receive the pins 55. Member 40 and photographic film 46 are pulled in one direction by the operation of the motor, the motor drive shaft 61 being coupled by an eccentrically mounted link 57 and a rotor 59 to the bar so that the member 40 and the film 46 move relative to grating 34 a distance of one pitch line during a cycling of motor 52."
mzl9vwgi1yge0rcqrd4va3z0i,4491956,"In a simple embodiment of the invention, the motor 52 can be attached to a T-bar 53 (FIG. 1a) provided with a pair of spaced pins 55 thereon. The lenticular member 40 with photographic film attached the rear flat face thereof can be provided with a pair of holes which receive the pins 55. Member 40 and photographic film 46 are pulled in one direction by the operation of the motor, the motor drive shaft 61 being coupled by an eccentrically mounted link 57 and a rotor 59 to the bar so that the member 40 and the film 46 move relative to grating 34 a distance of one pitch line during a cycling of motor 52."
vg3xz2jlpxyxau6krzfi5i072,4491849,"In drawings which illustrate embodiments of the invention,"
65q10cncd7vm1c7krp7819wcb,4490977,In FIG. 1 a brake system with a full power hydraulic brake booster is shown in cross section.
878buqwwwzoybrn7g6c3vlfcg,4491742,"In FIGS. 1 through 8, like constituent components are indicated by identical references."
axieskze2p39mhry4aa6l5i8q,4491939,"In order however that the invention will be more fully understood, embodiments thereof will now be described with reference to the accompanying drawings in which:"
ue81mtxf15zuqr27htvrszi5v,4491446,"In order that the invention may be clearly understood, it will now be described by way of example, with reference to the single figure showing in a schematic manner a hold-down apparatus according to the invention for unfoldable solar cell panels of a satellite, partially in section."
r01jc73f8xswnl2i9uu569n2j,4491296,"In order that the invention may be clearly understood, it will now be described in more detail with reference to the accompanying drawings, wherein:"
sdqmmlzrlit83b4oxcymxw5gj,4491759,"In order that the invention may be clearly understood, it will now be described, by way of example, with reference to the single figure of the accompanying drawing illustrating a front elevational view of a piezoelectric vibration generator."
hdnkix2e1kb1kbu7qg3v7z99f,4491029,"In order that the invention may be clearly understood, it will now be described, by way of example, with reference to the single FIGURE of the accompanying drawings which shows a longitudinal, axial sectional view through a positional gyroscope according to the invention."
gtpcu6x55nnzfqv2b0g15em2d,4490982,"In order that the invention may be fully understood various embodiments in accordance with the invention will now be described by way of example and with reference to the accompanying drawings, in which:"
e5lgzufj8j328ydfsinsgg8rj,4490929,"In order that the invention may be more fully explained one particular embodiment will be described in some detail with reference to the accompanying drawings, in which:"
4wzvk4ei3g34tkr2orqjncttz,4491775,In order that the invention may be more fully understood an embodiment thereof will now be described with reference to the accompanying drawings wherein:
b90nmsajgdk6l0awvlz5xrsxl,4490919,In order that the invention may be more readily understood reference is made to the accompanying drawings in which illustrate diagrammatically and by way of example three embodiments thereof and where
k3hd4v0nb7tsza3nk0i8g3b3s,4491615,"In order that the invention may be readily understood two preferred embodiments thereof will now be described by way of example with reference to the accompanying drawings, in which:"
43fb1rpfeqexowwxv1f88xr2a,4491153,"In order that the manner in which the foregoing and other objects are attained in accordance with the invention can be understood in detail, particular advantageous embodiments thereof will be described with reference to the accompanying drawings, which form a part of this specification, and wherein:"
iwww2w7y5wm5a99rxpx2i13xv,4491864,"In order that the present invention may be better understood, preferred embodiments thereof will be described with reference to the accompanying drawings, in which:"
fm3rfwx9oxxhj00e17yfun6hz,4491390,"In order that this invention may be clearly understood, an embodiment thereof is described by way of example with reference to the accompanying drawings wherein:"
gfq85yabdljs5wmjn9o8nankv,4491271,"In order to describe the invention more fully, reference is made to the accompanying drawing. FIG. 1 thereof illustrates a cross section of an embodiment of the invention, while FIG. 2 represents a top view of the same embodiment."
thw9exq2j38w9fhgm6ihqe5a7,4491456,"In order to illustrate the invention in greater detail, reference is made to several embodiments involving burner constructions as shown in the figures of the drawing wherein"
l6uogpsff2ypzbnow5xs2z1lw,4490911,In said stated drawing;
xijp8dfwk32d4hqwy1y6lr1d7,4491558,"In the accompanying drawing,"
6oboom7pjxfqtuwrr3fkt8jut,4490997,In the accompanying drawing:
l16ws8ytshkl8aapw6qw3j7qm,4491041,In the accompanying drawing:
v7q8dosh0mv8btfdnvkgwhlud,4491817,In the accompanying drawings
os6s4mt1hcfrjfasm58xt2v31,4491128,In the accompanying drawings in which various embodiments of the invention are illustrated;
luud304fywncqr1dulremrhxo,4490963,In the accompanying drawings which form part of the specification and wherein like numerals and letters refer to like parts wherever they occur
b19838x0j0raahuya05zy9rbe,4491309,In the accompanying drawings which form part of the specification and wherein like numerals and letters refer to like parts wherever they occur;
ars9jm96irapoejl6kcn7n99m,4491520,"In the accompanying drawings, which depict what are now regarded as preferred embodiments of the invention:"
x8jwf56zs93d67z43f1i6dovz,4491251,In the accompanying drawings:
5dhfct6lqjllzv4eeo0ymgs4u,4491266,In the accompanying drawings:
cpfnfg50q2jbw61o1ql7oi3h0,4491302,In the accompanying drawings:
6jefh9w6bkbar12gbujb0ns3y,4491395,In the accompanying drawings:
3ndn5irbfoaorr0rnrhp5xs7g,4491623,In the accompanying drawings:
5l07aq6551efeeqgfqf1n5vgw,4491693,In the accompanying drawings:
fbu0ur9bni80yxpa1llkzi9n1,4491712,In the accompanying drawings:
1vineeb9rlzg9s1x2ovrb8qdi,4491737,In the accompanying drawings:
3a29qdm1ja0g4euyodvaxlfxz,4491863,In the accompanying drawings:
6b9rgn4hblbfi4n9bclhr4h7z,RE31789,In the accompanying drawings:
4wnz3wlvg1rule04t9std6i02,4490908,In the annexed drawings:
xih3n0mmq7ke8kn1d150gilvo,4491059,In the annexed drawings:
98bpqkb5t1ws3eew68w362lc8,4491667,"In the attached drawings,"
jwxtro0vdqwkuo3nv05w2zfwn,4491303,"In the attached drawings, which are provided as an illustration:"
9liduh89muybh9rispgln20kh,4491884,IN THE DRAWING
9crc8z61lf9ihgxfwxod3a7fs,4491333,"In the drawing, in which like reference numerals identify corresponding parts throughout the several views,"
xtlehmgqv4a60hlik2vqqvr4o,4490856,"In the drawing, to which reference will be made in the specification, similar reference characters have been employed to designate the corresponding parts throughout the several views."
0rbglkv867b357gyyfygc29ef,4491160,In the drawing:
h5i42uvb4sjhi69uczlcdopnp,4491444,In the drawing:
h4r7snxfl30s5awwev1vfsv0x,4491445,In the drawing:
q67srh15t3az0j3roxfmw801v,4491724,In the drawing:
9x93poh9h30tvvdfn03pssquu,4491784,In the drawing:
9487ymgfm0r3909b6ipx38py4,4490943,IN THE DRAWINGS
v7l8r9xg72evnghurumficftx,4490978,In the drawings
ebqdejcdgassfda380raie2ss,4490988,IN THE DRAWINGS
e2wia8j4loimooo7i9baku1n5,4491022,In the drawings
5qovrj5v7dmd3z73mzi5z6bif,4491104,IN THE DRAWINGS
5qjxtphc0h83czigpv6d79dah,4491338,In the drawings
4hdy3b4z2pvg8bk1jxgk4x89f,4491485,IN THE DRAWINGS
qd5psqiaty8xpeb0c9nj7qg66,4491779,IN THE DRAWINGS
viucm13rsphhy0ox5w72l35ds,4491956,IN THE DRAWINGS
mhea7cqjkmvnkdj023fojxlut,4490969,"In the drawings,"
9g70a1szarve1n0mr22m95tja,4491223,"In the drawings,"
z3kl62ufonmqbvkva4mvrssu1,4491300,"In the drawings,"
xycj2qk9z6gjwjib5s5t7hv0x,4491028,"In the drawings, as described above,"
pbxput7030dmzjcia3bjx1d3s,4491815,"In the drawings, FIG. 1 is a sectional view of a proportional control actuator of the prior art;"
byshdnz6l34gh17hqigdb90xw,4490883,"In the drawings, like element designations refer to like parts throughout, and:"
57u5vcbdfey5j042u3ln4w613,4491346,"In the drawings, wherein like reference characters are used throughout to designate like parts:"
xp5wv5h833e9b0auux0u1k2dr,4490998,"In the drawings, wherein similar reference characters denote similar elements throughout the several views:"
udk43t18lfuc4urvsrsx2f6s4,4490913,"In the drawings, which form an integral part of the specification and are to be read in conjunction therewith, and in which like components are designated by identical reference numerals in the various views:"
9orrmj6aiar37nesnfex0kty3,4491230,"In the drawings, which form an integral part of the specification and are to be read in conjunction therewith, and in which like reference numerals are employed to designate identical components in the various views:"
drlfxoqnbvbv0sk4n5pu7zzeg,4491984,"In the drawings, which illustrate that which is presently regarded as the best mode of carrying out the invention,"
jwuq597j4v7asecdm2z895cu7,4491269,"In the drawings, which show a preferred embodiment of the invention, like element designations refer to like parts throughout the several views, and"
jl9a2rmytpp342rygrfryhylx,4490942,In the drawings:
wca2c26ucjwvwwpjlgc68zu5x,4491001,In the drawings:
9pm50i4qo7mcdhifu0xtvmw26,4491031,In the drawings:
ps7zpldi9m78cfdyvhab7h2lj,4491102,In the drawings:
ecnw55az8k7c52dzgmimrgx04,4491156,In the drawings:
qc9kgi4dmw5i0vfi1wt7rud76,4491172,In the drawings:
kty6nx1f9qk0syt6y37brwf64,4491196,In the drawings:
f4aivbdjjs9ft95721sqhlwbm,4491261,In the drawings:
ilgkqwes9yh4wp8ax9xvfsz8m,4491280,In the drawings:
rwu1npc389tkyuu7ao53iqezn,4491289,In the drawings:
uvqvb830jqyi0v7qishw1rij3,4491313,In the drawings:
u5su5d6qoox6t9nc7uo7yfqnc,4491355,In the drawings:
jl8327xq8zfxlix2m5bjldagy,4491365,In the drawings:
